 No. ,������,�����ѷ�,ȭ��,Ű,��ż����㸮�ѷ�,������,�Ӹ��ѷ�,�߱���,����,������,������,����������,����������,������,����ȭ,BMI����
" 2,226 ",20130422,96.6 cm,92.0 cm,184.7 cm,84.1 cm (33.1 in),81.5 cm,58.5 cm,29.1 cm,9.9 cm,79.5 kg,95-185,100-L(87)-185,85-M(82.3)-185,59ȣ,295mm,23.3
" 2,227 ",20130422,93.7 cm,86.1 cm,171.4 cm,83.3 cm (32.8 in),75.7 cm,57.4 cm,24.8 cm,8.7 cm,62.6 kg,95-173,95-L(82)-173,85-M(77)-173,57ȣ,250mm,21.3
" 2,228 ",20130422,94.2 cm,82.6 cm,164.9 cm,79.5 cm (31.3 in),72.8 cm,56.0 cm,24.4 cm,9.9 cm,63.0 kg,95-168,95-L(80)-168,80-S(71.8)-168,56ȣ,245mm,23.2
" 2,229 ",20130422,84.8 cm,89.8 cm,178.9 cm,77.3 cm (30.4 in),79.0 cm,55.6 cm,28.4 cm,8.3 cm,57.5 kg,90-178,90-M(85)-185,75-M(79.2)-178,56ȣ,285mm,18.0
" 2,230 ",20130422,98.2 cm,89.6 cm,178.3 cm,84.8 cm (33.4 in),78.7 cm,57.0 cm,26.2 cm,9.1 cm,69.4 kg,100-178,100-L(84)-178,85-M(79.2)-178,57ȣ,265mm,21.8
" 2,231 ",20130422,96.4 cm,89.9 cm,179.7 cm,90.4 cm (35.6 in),79.4 cm,58.0 cm,28.4 cm,10.7 cm,70.0 kg,95-178,95-L(84)-178,90-M(79.2)-178,58ȣ,285mm,21.7
" 2,232 ",20130422,88.9 cm,83.9 cm,167.5 cm,69.6 cm (27.4 in),73.7 cm,56.3 cm,24.3 cm,8.8 cm,55.0 kg,90-168,90-M(78)-168,75-M(74.8)-168,56ȣ,245mm,19.6
" 2,233 ",20130422,95.5 cm,83.9 cm,168.5 cm,81.9 cm (32.2 in),74.2 cm,58.0 cm,25.0 cm,8.6 cm,64.2 kg,95-168,95-L(80)-168,80-M(74.8)-168,58ȣ,250mm,22.6
" 2,234 ",20130422,107.5 cm,85.1 cm,170.6 cm,85.4 cm (33.6 in),75.4 cm,53.9 cm,25.8 cm,10.5 cm,72.3 kg,105-173,105-L(82)-173,85-M(74.8)-168,54ȣ,260mm,24.8
" 2,235 ",20130422,83.5 cm,89.1 cm,178.2 cm,82.4 cm (32.4 in),78.8 cm,56.4 cm,27.5 cm,8.3 cm,52.8 kg,90-178,90-M(82)-178,80-M(79.2)-178,56ȣ,275mm,16.7
" 2,236 ",20130422,99.0 cm,84.2 cm,168.1 cm,81.2 cm (32.0 in),74.2 cm,57.7 cm,25.4 cm,9.7 cm,62.4 kg,100-168,100-L(80)-168,80-M(74.8)-168,58ȣ,255mm,22.0
" 2,237 ",20130422,92.0 cm,84.5 cm,168.6 cm,86.2 cm (33.9 in),74.2 cm,58.8 cm,25.3 cm,9.3 cm,64.4 kg,90-168,95-L(80)-168,85-M(74.8)-168,59ȣ,255mm,22.6
" 2,238 ",20130422,105.3 cm,92.0 cm,183.7 cm,79.2 cm (31.2 in),81.0 cm,56.2 cm,27.0 cm,8.5 cm,69.2 kg,105-185,105-M(85)-185,80-M(82.3)-185,56ȣ,270mm,20.5
" 2,239 ",20130422,97.7 cm,92.4 cm,185.8 cm,90.0 cm (35.4 in),81.7 cm,57.9 cm,29.3 cm,9.0 cm,72.3 kg,100-185,100-L(87)-185,90-M(82.3)-185,58ȣ,295mm,20.9
" 2,240 ",20130422,97.0 cm,90.0 cm,179.2 cm,84.9 cm (33.4 in),79.1 cm,55.7 cm,26.2 cm,10.0 cm,65.6 kg,95-178,95-L(84)-178,85-M(79.2)-178,56ȣ,265mm,20.5
" 2,241 ",20130422,94.0 cm,86.1 cm,173.0 cm,78.3 cm (30.8 in),76.4 cm,54.1 cm,24.9 cm,9.9 cm,62.0 kg,95-173,95-L(82)-173,80-M(77)-173,54ȣ,250mm,20.7
" 2,242 ",20130422,87.7 cm,85.3 cm,170.7 cm,85.4 cm (33.6 in),75.4 cm,57.9 cm,23.8 cm,8.6 cm,58.7 kg,90-173,90-M(80)-173,85-M(74.8)-168,58ȣ,240mm,20.1
" 2,243 ",20130422,107.6 cm,88.5 cm,177.3 cm,98.9 cm (38.9 in),78.1 cm,58.0 cm,26.4 cm,9.8 cm,87.1 kg,110-178,105-L(84)-178,100-M(79.2)-178,58ȣ,265mm,27.7
" 2,244 ",20130422,105.6 cm,87.9 cm,175.7 cm,85.5 cm (33.7 in),77.5 cm,56.4 cm,26.7 cm,9.2 cm,71.8 kg,105-178,105-L(84)-178,85-S(76.2)-178,56ȣ,270mm,23.2
" 2,245 ",20130422,102.1 cm,93.3 cm,187.3 cm,80.4 cm (31.7 in),82.7 cm,56.4 cm,29.2 cm,10.2 cm,75.6 kg,100-185,100-L(87)-185,80-M(82.3)-185,56ȣ,295mm,21.7
" 2,246 ",20130422,92.9 cm,82.1 cm,165.0 cm,76.9 cm (30.3 in),72.5 cm,54.1 cm,24.5 cm,9.7 cm,58.3 kg,95-168,95-L(80)-168,75-M(74.8)-168,54ȣ,245mm,0.1
" 2,247 ",20130422,108.3 cm,92.0 cm,183.9 cm,99.4 cm (39.1 in),81.1 cm,57.2 cm,28.1 cm,9.9 cm,93.3 kg,110-185,110-M(85)-185,100-M(82.3)-185,57ȣ,285mm,27.4
" 2,248 ",20130422,95.1 cm,84.4 cm,168.6 cm,84.0 cm (33.1 in),74.2 cm,58.7 cm,26.4 cm,9.2 cm,66.3 kg,95-168,95-L(80)-168,85-M(74.8)-168,59ȣ,265mm,23.3
" 2,249 ",20130422,98.5 cm,89.8 cm,180.6 cm,80.7 cm (31.8 in),79.5 cm,57.5 cm,25.9 cm,9.2 cm,65.5 kg,100-178,100-L(87)-185,80-M(79.2)-178,58ȣ,260mm,20.1
" 2,250 ",20130422,116.4 cm,85.2 cm,170.2 cm,104.0 cm (40.9 in),74.9 cm,60.9 cm,25.9 cm,9.6 cm,94.2 kg,115-173,115-M(80)-173,100-M(77)-173,61ȣ,260mm,32.5
" 2,251 ",20130422,91.3 cm,84.2 cm,167.5 cm,79.7 cm (31.4 in),73.5 cm,59.0 cm,25.6 cm,9.2 cm,62.8 kg,90-168,95-L(80)-168,80-M(74.8)-168,59ȣ,260mm,22.4
" 2,252 ",20130422,93.6 cm,87.1 cm,173.4 cm,82.2 cm (32.4 in),76.6 cm,57.2 cm,25.4 cm,9.5 cm,66.8 kg,95-173,95-L(82)-173,80-M(77)-173,57ȣ,255mm,22.2
" 2,253 ",20130422,99.7 cm,87.0 cm,173.8 cm,97.1 cm (38.2 in),76.7 cm,56.8 cm,25.3 cm,9.3 cm,76.7 kg,100-173,100-L(82)-173,95-M(77)-173,57ȣ,255mm,25.4
" 2,254 ",20130422,99.9 cm,84.0 cm,168.4 cm,84.3 cm (33.2 in),74.3 cm,58.1 cm,24.2 cm,9.1 cm,63.1 kg,100-168,100-L(80)-168,85-M(74.8)-168,58ȣ,245mm,22.3
" 2,255 ",20130422,89.3 cm,86.1 cm,173.0 cm,84.0 cm (33.1 in),76.0 cm,55.2 cm,26.4 cm,7.7 cm,52.8 kg,90-173,90-M(80)-173,85-M(77)-173,55ȣ,265mm,17.7
" 2,256 ",20130422,103.7 cm,89.7 cm,178.8 cm,95.3 cm (37.5 in),78.7 cm,57.7 cm,27.1 cm,10.5 cm,87.1 kg,105-178,105-L(84)-178,95-M(79.2)-178,58ȣ,275mm,27.3
" 2,257 ",20130422,98.2 cm,88.4 cm,176.1 cm,79.4 cm (31.3 in),77.4 cm,54.7 cm,26.0 cm,9.9 cm,62.4 kg,100-178,100-L(84)-178,80-S(76.2)-178,55ȣ,260mm,20.1
" 2,258 ",20130422,101.2 cm,87.2 cm,173.7 cm,95.7 cm (37.7 in),76.7 cm,59.0 cm,24.5 cm,9.9 cm,76.0 kg,100-173,100-L(82)-173,95-M(77)-173,59ȣ,245mm,25.2
" 2,259 ",20130422,95.4 cm,86.9 cm,173.6 cm,83.6 cm (32.9 in),76.7 cm,55.8 cm,26.6 cm,10.0 cm,62.3 kg,95-173,95-L(82)-173,85-M(77)-173,56ȣ,270mm,20.7
" 2,260 ",20130422,94.6 cm,83.7 cm,168.1 cm,85.4 cm (33.6 in),73.9 cm,57.8 cm,25.3 cm,10.5 cm,64.3 kg,95-168,95-L(80)-168,85-M(74.8)-168,58ȣ,255mm,22.7
" 2,261 ",20130422,98.0 cm,87.2 cm,174.9 cm,85.1 cm (33.5 in),77.2 cm,56.5 cm,27.1 cm,9.3 cm,63.8 kg,100-173,100-L(84)-178,85-M(77)-173,56ȣ,275mm,20.9
" 2,262 ",20130422,101.8 cm,86.6 cm,172.5 cm,85.6 cm (33.7 in),76.0 cm,57.9 cm,27.2 cm,9.6 cm,81.4 kg,100-173,100-L(82)-173,85-M(77)-173,58ȣ,275mm,26.6
" 2,263 ",20130422,100.3 cm,86.1 cm,171.8 cm,88.7 cm (34.9 in),75.8 cm,60.2 cm,27.5 cm,10.5 cm,73.1 kg,100-173,100-L(82)-173,90-M(77)-173,60ȣ,275mm,24.8
" 2,264 ",20130422,107.8 cm,88.3 cm,176.9 cm,98.6 cm (38.8 in),78.1 cm,57.0 cm,27.0 cm,10.4 cm,93.0 kg,110-178,105-L(84)-178,100-M(79.2)-178,57ȣ,270mm,29.7
" 2,265 ",20130422,90.9 cm,89.7 cm,179.0 cm,81.4 cm (32.1 in),79.1 cm,57.8 cm,26.0 cm,8.6 cm,60.2 kg,90-178,95-L(84)-178,80-M(79.2)-178,58ȣ,260mm,18.8
" 2,266 ",20130422,98.5 cm,85.7 cm,170.7 cm,89.1 cm (35.1 in),75.3 cm,58.3 cm,26.5 cm,9.7 cm,70.3 kg,100-173,100-L(82)-173,90-M(77)-173,58ȣ,265mm,24.1
" 2,267 ",20130422,94.9 cm,86.6 cm,173.7 cm,77.3 cm (30.4 in),76.7 cm,58.8 cm,26.0 cm,8.9 cm,69.1 kg,95-173,95-L(82)-173,75-M(77)-173,59ȣ,260mm,22.9
" 2,268 ",20130422,87.8 cm,83.9 cm,168.6 cm,71.2 cm (28.0 in),74.1 cm,54.6 cm,25.7 cm,8.4 cm,53.0 kg,90-168,90-M(80)-173,75-M(74.8)-168,55ȣ,260mm,18.7
" 2,269 ",20130422,100.3 cm,88.6 cm,176.7 cm,80.4 cm (31.7 in),77.8 cm,56.6 cm,27.3 cm,10.4 cm,70.4 kg,100-178,100-L(84)-178,80-M(79.2)-178,57ȣ,275mm,22.5
" 2,270 ",20130422,91.4 cm,87.0 cm,173.6 cm,78.5 cm (30.9 in),76.7 cm,60.1 cm,26.9 cm,10.9 cm,68.2 kg,90-173,95-L(82)-173,80-M(77)-173,60ȣ,270mm,22.6
" 2,271 ",20130422,97.5 cm,85.9 cm,171.2 cm,87.5 cm (34.4 in),75.3 cm,55.0 cm,25.7 cm,10.0 cm,69.1 kg,95-173,95-L(82)-173,85-M(77)-173,55ȣ,260mm,23.6
" 2,272 ",20130422,101.9 cm,90.2 cm,181.4 cm,93.3 cm (36.7 in),80.2 cm,61.7 cm,26.2 cm,30.8 cm,78.5 kg,100-178,100-L(87)-185,95-M(79.2)-178,62ȣ,265mm,23.9
" 2,273 ",20130422,93.4 cm,86.8 cm,173.8 cm,76.7 cm (30.2 in),76.4 cm,57.6 cm,25.6 cm,9.9 cm,58.9 kg,95-173,95-L(82)-173,75-M(77)-173,58ȣ,260mm,19.5
" 2,274 ",20130422,119.5 cm,87.3 cm,174.0 cm,100.8 cm (39.7 in),76.5 cm,59.8 cm,27.9 cm,9.9 cm,93.2 kg,120-178,120-M(82)-178,100-M(77)-173,60ȣ,280mm,30.9
" 2,275 ",20130422,96.9 cm,92.0 cm,183.8 cm,85.2 cm (33.6 in),80.9 cm,60.7 cm,27.7 cm,10.0 cm,70.8 kg,95-185,100-L(87)-185,85-M(82.3)-185,61ȣ,280mm,21.0
" 2,276 ",20130422,100.4 cm,91.7 cm,183.2 cm,87.0 cm (34.3 in),80.7 cm,55.9 cm,27.4 cm,10.0 cm,77.2 kg,100-185,100-L(87)-185,85-M(82.3)-185,56ȣ,275mm,23.0
" 2,277 ",20130422,107.7 cm,87.9 cm,175.6 cm,96.5 cm (38.0 in),77.2 cm,60.4 cm,28.2 cm,8.6 cm,78.4 kg,110-178,105-L(84)-178,95-M(77)-173,60ȣ,285mm,25.4
" 2,278 ",20130422,86.9 cm,86.6 cm,173.6 cm,76.5 cm (30.1 in),76.5 cm,55.4 cm,27.1 cm,8.4 cm,50.4 kg,90-173,90-M(82)-178,75-M(77)-173,55ȣ,275mm,16.7
" 2,279 ",20130422,96.3 cm,87.3 cm,175.3 cm,76.4 cm (30.1 in),77.1 cm,56.4 cm,25.8 cm,9.1 cm,54.9 kg,95-173,95-L(84)-178,75-M(77)-173,56ȣ,260mm,17.9
" 2,280 ",20130422,107.8 cm,84.0 cm,167.6 cm,81.8 cm (32.2 in),73.9 cm,56.1 cm,26.3 cm,9.1 cm,61.1 kg,110-168,110-M(78)-168,80-M(74.8)-168,56ȣ,265mm,21.8
" 2,281 ",20130422,115.0 cm,90.7 cm,181.5 cm,104.2 cm (41.0 in),79.9 cm,60.0 cm,28.1 cm,9.5 cm,99.1 kg,115-178,115-M(85)-185,105-M(79.2)-178,60ȣ,285mm,30.1
" 2,282 ",20130422,103.7 cm,87.3 cm,173.8 cm,91.1 cm (35.8 in),76.7 cm,56.3 cm,25.8 cm,10.0 cm,82.3 kg,105-173,105-L(84)-178,90-M(77)-173,56ȣ,260mm,27.3
" 2,283 ",20130422,115.4 cm,92.9 cm,185.4 cm,104.3 cm (41.1 in),81.7 cm,56.8 cm,27.7 cm,9.8 cm,98.7 kg,115-185,115-M(85)-185,105-M(82.3)-185,57ȣ,280mm,28.7
" 2,284 ",20130422,93.7 cm,89.3 cm,179.1 cm,79.4 cm (31.3 in),78.9 cm,55.0 cm,26.8 cm,10.2 cm,68.7 kg,95-178,95-L(84)-178,80-M(79.2)-178,55ȣ,270mm,21.4
" 2,285 ",20130422,105.6 cm,91.1 cm,181.9 cm,79.6 cm (31.4 in),80.1 cm,55.3 cm,26.5 cm,11.3 cm,74.0 kg,105-185,105-M(85)-185,80-M(82.3)-185,55ȣ,265mm,22.4
" 2,286 ",20130422,102.4 cm,90.5 cm,181.4 cm,83.1 cm (32.7 in),80.1 cm,62.5 cm,27.6 cm,10.6 cm,74.1 kg,100-178,100-L(87)-185,85-M(79.2)-178,62ȣ,280mm,22.5
" 2,287 ",20130422,92.5 cm,88.2 cm,175.4 cm,80.1 cm (31.5 in),77.4 cm,56.1 cm,26.0 cm,9.1 cm,59.4 kg,90-173,95-L(84)-178,80-M(77)-173,56ȣ,260mm,19.2
" 2,288 ",20130422,104.5 cm,87.5 cm,175.9 cm,93.0 cm (36.6 in),77.5 cm,56.4 cm,26.6 cm,9.6 cm,79.8 kg,105-178,105-L(84)-178,95-M(79.2)-178,56ȣ,270mm,25.8
" 2,289 ",20130422,103.7 cm,87.0 cm,174.1 cm,83.9 cm (33.0 in),76.8 cm,59.3 cm,26.3 cm,8.5 cm,69.3 kg,105-173,105-L(84)-178,85-M(77)-173,59ȣ,265mm,23.0
" 2,290 ",20130422,96.6 cm,85.4 cm,170.6 cm,75.7 cm (29.8 in),75.1 cm,55.2 cm,25.7 cm,9.1 cm,60.7 kg,95-173,95-L(82)-173,75-M(74.8)-168,55ȣ,260mm,20.8
" 2,291 ",20130422,106.1 cm,90.1 cm,181.3 cm,95.1 cm (37.4 in),79.9 cm,58.0 cm,27.0 cm,9.1 cm,89.9 kg,105-178,105-M(85)-185,95-M(79.2)-178,58ȣ,270mm,27.3
" 2,292 ",20130422,85.2 cm,85.7 cm,172.3 cm,68.7 cm (27.0 in),75.9 cm,56.4 cm,25.4 cm,10.1 cm,50.2 kg,90-173,90-M(80)-173,70-M(77)-173,56ȣ,255mm,16.9
" 2,293 ",20130422,82.4 cm,84.7 cm,170.2 cm,70.1 cm (27.6 in),75.0 cm,56.7 cm,24.8 cm,9.7 cm,52.4 kg,90-168,90-M(80)-173,70-M(77)-173,57ȣ,250mm,18.1
" 2,294 ",20130422,101.9 cm,90.4 cm,180.1 cm,82.8 cm (32.6 in),79.5 cm,56.1 cm,27.2 cm,10.3 cm,75.6 kg,100-178,100-L(87)-185,85-M(79.2)-178,56ȣ,275mm,23.4
" 2,295 ",20130422,104.3 cm,84.4 cm,168.0 cm,96.4 cm (37.9 in),74.2 cm,57.3 cm,25.1 cm,9.1 cm,76.7 kg,105-168,105-L(82)-173,95-S(71.8)-168,57ȣ,255mm,27.3
" 2,296 ",20130422,116.3 cm,87.1 cm,173.7 cm,104.9 cm (41.3 in),76.3 cm,61.2 cm,28.2 cm,10.5 cm,97.4 kg,115-173,115-M(82)-178,100-M(77)-173,61ȣ,285mm,32.1
" 2,297 ",20130422,88.7 cm,87.9 cm,175.9 cm,75.8 cm (29.8 in),77.6 cm,57.3 cm,26.2 cm,9.7 cm,57.9 kg,90-178,90-M(82)-178,75-M(79.2)-178,57ȣ,265mm,18.7
" 2,298 ",20130422,85.0 cm,87.0 cm,174.2 cm,81.1 cm (31.9 in),76.8 cm,57.1 cm,26.8 cm,8.2 cm,61.1 kg,90-173,90-M(82)-178,80-M(77)-173,57ȣ,270mm,20.2
" 2,299 ",20130422,96.1 cm,86.5 cm,172.6 cm,82.4 cm (32.4 in),76.1 cm,57.7 cm,26.8 cm,10.0 cm,65.8 kg,95-173,95-L(82)-173,80-M(77)-173,58ȣ,270mm,22.1
" 2,300 ",20130422,103.7 cm,94.9 cm,190.3 cm,101.1 cm (39.8 in),83.9 cm,59.5 cm,29.6 cm,10.5 cm,98.4 kg,105-185,100-L(87)-185,100-M(82.3)-185,59ȣ,300mm,27.2
" 2,301 ",20130422,101.8 cm,90.6 cm,180.5 cm,88.6 cm (34.9 in),79.6 cm,57.6 cm,27.4 cm,8.9 cm,76.9 kg,100-178,100-L(87)-185,90-M(79.2)-178,58ȣ,275mm,23.5
" 2,302 ",20130422,84.9 cm,83.9 cm,167.8 cm,78.0 cm (30.7 in),73.8 cm,59.7 cm,25.1 cm,9.2 cm,59.5 kg,90-168,90-M(78)-168,80-M(74.8)-168,60ȣ,255mm,21.1
" 2,303 ",20130422,102.5 cm,87.0 cm,174.8 cm,84.8 cm (33.4 in),77.2 cm,58.7 cm,26.5 cm,9.4 cm,71.1 kg,105-173,105-L(84)-178,85-M(77)-173,59ȣ,265mm,23.2
" 2,304 ",20130422,102.2 cm,88.0 cm,176.7 cm,96.0 cm (37.8 in),77.7 cm,57.9 cm,26.7 cm,10.5 cm,84.5 kg,100-178,100-L(84)-178,95-M(79.2)-178,58ȣ,270mm,27.1
" 2,305 ",20130422,109.2 cm,88.5 cm,177.3 cm,100.5 cm (39.6 in),78.1 cm,56.8 cm,26.8 cm,9.9 cm,95.0 kg,110-178,105-L(84)-178,100-M(79.2)-178,57ȣ,270mm,30.2
" 2,306 ",20130422,96.1 cm,85.4 cm,171.4 cm,81.7 cm (32.2 in),75.7 cm,55.6 cm,25.3 cm,8.7 cm,62.9 kg,95-173,95-L(82)-173,80-M(77)-173,56ȣ,255mm,21.4
" 2,307 ",20130422,101.2 cm,88.9 cm,177.8 cm,90.8 cm (35.7 in),78.4 cm,57.2 cm,26.5 cm,9.8 cm,82.6 kg,100-178,100-L(84)-178,90-M(79.2)-178,57ȣ,265mm,26.1
" 2,308 ",20130422,109.2 cm,83.2 cm,165.9 cm,93.2 cm (36.7 in),73.0 cm,58.0 cm,25.8 cm,9.8 cm,77.4 kg,110-168,110-M(78)-168,95-S(71.8)-168,58ȣ,260mm,28.1
" 2,309 ",20130422,85.0 cm,85.5 cm,171.7 cm,70.9 cm (27.9 in),75.7 cm,54.4 cm,26.1 cm,8.6 cm,49.8 kg,90-173,90-M(80)-173,70-M(77)-173,54ȣ,265mm,16.9
" 2,310 ",20130422,92.4 cm,87.9 cm,175.3 cm,79.2 cm (31.2 in),77.0 cm,54.0 cm,25.5 cm,8.5 cm,67.4 kg,90-173,95-L(84)-178,80-M(77)-173,54ȣ,255mm,22.0
" 2,311 ",20130422,91.0 cm,83.2 cm,166.0 cm,75.3 cm (29.6 in),73.2 cm,59.3 cm,25.1 cm,8.8 cm,54.8 kg,90-168,95-L(80)-168,75-M(74.8)-168,59ȣ,255mm,19.9
" 2,312 ",20130422,112.2 cm,83.1 cm,166.9 cm,92.3 cm (36.4 in),73.8 cm,59.0 cm,26.1 cm,9.1 cm,84.9 kg,110-168,110-M(78)-168,90-S(71.8)-168,59ȣ,265mm,30.5
" 2,313 ",20130422,95.2 cm,86.6 cm,172.7 cm,75.2 cm (29.6 in),76.1 cm,55.0 cm,26.3 cm,9.8 cm,55.7 kg,95-173,95-L(82)-173,75-M(77)-173,55ȣ,265mm,18.6
" 2,314 ",20130422,88.9 cm,91.1 cm,182.2 cm,76.4 cm (30.1 in),80.1 cm,59.0 cm,28.8 cm,8.6 cm,63.1 kg,90-178,90-M(85)-185,75-M(82.3)-185,59ȣ,290mm,19.0
" 2,315 ",20130422,112.6 cm,87.9 cm,176.5 cm,87.8 cm (34.6 in),77.9 cm,55.9 cm,26.5 cm,9.7 cm,93.3 kg,115-178,115-M(82)-178,90-M(79.2)-178,56ȣ,265mm,29.9
" 2,316 ",20130422,92.6 cm,83.2 cm,167.4 cm,85.6 cm (33.7 in),73.9 cm,58.8 cm,25.7 cm,9.2 cm,63.3 kg,95-168,95-L(80)-168,85-M(74.8)-168,59ȣ,260mm,22.6
" 2,317 ",20130422,100.8 cm,89.2 cm,179.3 cm,88.1 cm (34.7 in),78.8 cm,58.8 cm,27.1 cm,9.6 cm,72.8 kg,100-178,100-L(84)-178,90-M(79.2)-178,59ȣ,275mm,22.6
" 2,318 ",20130422,85.0 cm,81.3 cm,163.4 cm,73.3 cm (28.9 in),72.2 cm,59.4 cm,25.7 cm,9.5 cm,45.5 kg,90-168,90-M(78)-168,75-M(74.8)-168,59ȣ,260mm,17.0
" 2,319 ",20130422,96.9 cm,85.5 cm,170.8 cm,77.2 cm (30.4 in),75.2 cm,56.3 cm,27.4 cm,10.0 cm,68.7 kg,95-173,95-L(82)-173,75-M(77)-173,56ȣ,275mm,23.6
" 2,320 ",20130422,87.8 cm,86.1 cm,171.5 cm,82.5 cm (32.5 in),75.6 cm,59.6 cm,26.5 cm,8.1 cm,53.4 kg,90-173,90-M(80)-173,80-M(77)-173,60ȣ,265mm,18.1
" 2,321 ",20130422,92.2 cm,84.9 cm,169.6 cm,75.1 cm (29.6 in),74.6 cm,58.5 cm,25.4 cm,8.8 cm,59.5 kg,90-168,95-L(82)-173,75-M(74.8)-168,59ȣ,255mm,20.7
" 2,322 ",20130422,93.4 cm,88.0 cm,176.5 cm,87.2 cm (34.3 in),77.9 cm,58.6 cm,28.0 cm,9.4 cm,58.1 kg,95-178,95-L(84)-178,85-M(79.2)-178,59ȣ,280mm,18.7
" 2,323 ",20130422,98.7 cm,85.3 cm,170.8 cm,65.3 cm (25.7 in),75.3 cm,55.7 cm,26.2 cm,9.7 cm,66.9 kg,100-173,100-L(82)-173,70-M(77)-173,56ȣ,265mm,22.9
" 2,324 ",20130422,100.6 cm,82.0 cm,164.2 cm,90.3 cm (35.5 in),72.2 cm,58.5 cm,25.2 cm,9.4 cm,73.5 kg,100-168,100-L(80)-168,90-S(71.8)-168,58ȣ,255mm,27.3
" 2,325 ",20130422,111.1 cm,87.3 cm,173.9 cm,108.7 cm (42.8 in),76.5 cm,57.3 cm,27.1 cm,10.8 cm,94.7 kg,110-173,110-M(82)-178,105-M(79.2)-178,57ȣ,275mm,31.3
" 2,326 ",20130422,100.5 cm,87.2 cm,174.8 cm,81.6 cm (32.1 in),77.2 cm,59.1 cm,26.5 cm,9.2 cm,69.8 kg,100-173,100-L(84)-178,80-M(77)-173,59ȣ,265mm,22.8
" 2,327 ",20130422,105.0 cm,88.5 cm,177.2 cm,90.3 cm (35.6 in),78.0 cm,58.4 cm,26.9 cm,9.3 cm,77.9 kg,105-178,105-L(84)-178,90-M(79.2)-178,58ȣ,270mm,24.8
" 2,328 ",20130422,98.8 cm,94.7 cm,189.1 cm,94.5 cm (37.2 in),83.3 cm,56.2 cm,29.4 cm,10.5 cm,80.3 kg,100-185,100-L(87)-185,95-M(82.3)-185,56ȣ,295mm,22.5
" 2,329 ",20130422,94.3 cm,88.4 cm,176.9 cm,88.7 cm (34.9 in),78.1 cm,55.7 cm,26.8 cm,9.4 cm,76.7 kg,95-178,95-L(84)-178,90-M(79.2)-178,56ȣ,270mm,24.5
" 2,330 ",20130422,87.3 cm,82.6 cm,165.5 cm,87.9 cm (34.6 in),73.1 cm,59.2 cm,26.9 cm,9.3 cm,53.2 kg,90-168,90-M(78)-168,90-S(71.8)-168,59ȣ,270mm,19.2
" 2,331 ",20130422,96.3 cm,86.4 cm,172.1 cm,87.9 cm (34.6 in),75.8 cm,54.9 cm,27.2 cm,9.3 cm,72.5 kg,95-173,95-L(82)-173,90-M(77)-173,55ȣ,275mm,24.5
" 2,332 ",20130422,90.8 cm,91.2 cm,183.0 cm,76.5 cm (30.1 in),80.8 cm,55.9 cm,27.0 cm,9.5 cm,58.8 kg,95-185,90-M(85)-185,75-M(82.3)-185,56ȣ,270mm,17.6
" 2,333 ",20130422,117.3 cm,86.2 cm,172.2 cm,107.1 cm (42.2 in),75.7 cm,59.1 cm,27.8 cm,11.1 cm,104.8 kg,115-173,115-M(80)-173,105-M(79.2)-178,59ȣ,280mm,35.4
" 2,334 ",20130422,103.8 cm,89.8 cm,179.8 cm,86.8 cm (34.2 in),79.0 cm,59.5 cm,29.6 cm,9.0 cm,75.9 kg,105-178,105-L(84)-178,85-M(79.2)-178,60ȣ,300mm,23.5
" 2,335 ",20130422,93.9 cm,82.5 cm,165.2 cm,80.0 cm (31.5 in),72.7 cm,55.7 cm,25.2 cm,9.4 cm,60.4 kg,95-168,95-L(80)-168,80-S(71.8)-168,56ȣ,255mm,22.1
" 2,336 ",20130422,97.2 cm,86.1 cm,171.4 cm,83.1 cm (32.7 in),75.4 cm,58.2 cm,26.3 cm,9.4 cm,68.7 kg,95-173,95-L(82)-173,85-M(77)-173,58ȣ,265mm,23.4
" 2,337 ",20130422,106.7 cm,93.6 cm,188.2 cm,92.6 cm (36.5 in),83.0 cm,58.2 cm,29.6 cm,10.3 cm,88.3 kg,105-185,105-M(85)-185,95-M(82.3)-185,58ȣ,300mm,25.0
" 2,338 ",20130422,95.6 cm,90.1 cm,181.1 cm,83.2 cm (32.8 in),79.6 cm,56.3 cm,28.3 cm,9.1 cm,66.7 kg,95-178,95-M(85)-185,85-M(79.2)-178,56ȣ,285mm,20.3
" 2,339 ",20130422,88.6 cm,84.3 cm,168.5 cm,68.4 cm (26.9 in),74.1 cm,53.2 cm,25.4 cm,8.6 cm,47.7 kg,90-168,90-M(80)-173,70-M(77)-173,53ȣ,255mm,16.8
" 2,340 ",20130422,97.9 cm,85.9 cm,171.6 cm,83.0 cm (32.7 in),75.5 cm,59.7 cm,26.1 cm,8.5 cm,68.4 kg,100-173,100-L(82)-173,85-M(77)-173,60ȣ,265mm,23.2
" 2,341 ",20130422,93.7 cm,86.0 cm,172.3 cm,79.0 cm (31.1 in),76.1 cm,57.3 cm,26.5 cm,9.3 cm,65.6 kg,95-173,95-L(82)-173,80-M(77)-173,57ȣ,265mm,22.1
" 2,342 ",20130422,100.3 cm,86.9 cm,172.8 cm,81.8 cm (32.2 in),76.2 cm,55.4 cm,25.6 cm,10.0 cm,64.1 kg,100-173,100-L(82)-173,80-M(77)-173,55ȣ,260mm,21.5
