 No. ,������,�����ѷ�,ȭ��,Ű,��ż����㸮�ѷ�,������,�Ӹ��ѷ�,�߱���,����,������,������,����������,����������,������,����ȭ,BMI����
" 1,677 ",20130422,90.5,88.3,175.8,78.2  (30.8 in),77.6,57.5,27.7,9.8,58.6,90-178,95-L(84)-178,80-S(76.2)-178,57ȣ,280mm,18.3
" 1,678 ",20130422,104.2,86.1,171.6,97.0  (38.2 in),75.4,58.6,25.9,9.3,79.6,105-173,105-L(82)-173,95-M(77)-173,59ȣ,260mm,27.1
" 1,679 ",20130422,105.4,85.7,171,92.0  (36.2 in),75.3,57.9,27.3,9.8,80.5,105-173,105-L(82)-173,90-M(77)-173,58ȣ,275mm,27.5
" 1,680 ",20130422,98.1,86.8,173.4,85.5  (33.7 in),76.3,59.3,28.4,8.6,69,100-173,100-L(82)-173,85-M(77)-173,59ȣ,285mm,23.0
" 1,681 ",20130422,97.1,83.5,166.9,86.0  (33.9 in),73.5,56.5,25.9,8.8,61.6,95-168,95-L(80)-168,85-M(74.8)-168,56ȣ,260mm,22.1
" 1,682 ",20130422,98.1,89.8,180,89.9  (35.4 in),79.5,57.7,26.6,9.4,72.4,100-178,100-L(87)-185,90-M(79.2)-178,58ȣ,270mm,22.3
" 1,683 ",20130422,98.5,89.4,179.8,84.2  (33.2 in),79.3,58.3,26.5,8.9,71.4,100-178,100-L(84)-178,85-M(79.2)-178,58ȣ,265mm,22.1
" 1,684 ",20130422,90.5,85.1,170,77.4  (30.5 in),75.1,58.6,27.4,9.2,59.4,90-168,90-M(80)-173,75-M(74.8)-168,59ȣ,275mm,20.5
" 1,685 ",20130422,101.5,86.3,171.9,88.2  (34.7 in),75.8,55.9,26,10,76,100-173,100-L(82)-173,90-M(77)-173,56ȣ,260mm,25.7
" 1,686 ",20130422,101.7,92.2,183.9,88.3  (34.7 in),81.1,57.1,27.6,11.1,83.1,100-185,100-L(87)-185,90-M(82.3)-185,57ȣ,280mm,24.6
" 1,687 ",20130422,97.1,89.5,178.7,80.2  (31.6 in),78.8,58.1,26.4,9.1,60.6,95-178,95-L(84)-178,80-M(79.2)-178,58ȣ,265mm,19.0
" 1,688 ",20130422,97.8,87.1,173.9,82.1  (32.3 in),76.5,59.1,27.5,10.8,59.9,100-173,100-L(84)-178,80-M(77)-173,59ȣ,275mm,19.7
" 1,689 ",20130422,96.2,90.6,180.3,76.4  (30.1 in),79.6,57.9,26.7,9.4,63.2,95-178,95-L(84)-178,75-M(79.2)-178,58ȣ,270mm,19.4
" 1,690 ",20130422,75.1,82.1,164.7,63.6  (25.1 in),72.7,55.7,26.7,8.9,47.9,90-168,90-M(78)-168,70-M(77)-173,56ȣ,270mm,17.6
" 1,691 ",20130422,104.9,89.4,178.5,95.5  (37.6 in),78.8,56.5,27.8,9.7,83.4,105-178,105-L(84)-178,95-M(79.2)-178,56ȣ,280mm,26.2
" 1,692 ",20130422,98.3,88.5,177.8,84.2  (33.2 in),78.5,54.6,25.4,9.7,71.6,100-178,100-L(84)-178,85-M(79.2)-178,55ȣ,255mm,22.7
" 1,693 ",20130422,95.3,89,177.4,82.1  (32.3 in),78,56,26.9,9.6,72.4,95-178,95-L(84)-178,80-M(79.2)-178,56ȣ,270mm,23.0
" 1,694 ",20130422,113.8,91.4,182.8,103.6  (40.8 in),80.5,59.7,29.5,11.3,105.3,115-185,115-M(85)-185,105-M(82.3)-185,60ȣ,295mm,31.5
" 1,695 ",20130422,109.2,86.1,173.1,98.8  (38.9 in),76.1,56.1,26.1,9.6,88.8,110-173,105-L(82)-173,100-M(77)-173,56ȣ,265mm,29.5
" 1,696 ",20130422,96,86.7,173.7,70.9  (27.9 in),76.7,56.1,26.9,9.4,66.8,95-173,95-L(82)-173,70-M(77)-173,56ȣ,270mm,22.2
" 1,697 ",20130422,102.6,84.6,170.2,94.2  (37.1 in),75,58.7,25.5,8.9,75.4,105-168,105-L(82)-173,95-M(77)-173,59ȣ,255mm,26.1
" 1,698 ",20130422,105.2,89.2,179.1,94.0  (37.0 in),78.9,58.2,26.3,10,89,105-178,105-L(84)-178,95-M(79.2)-178,58ȣ,265mm,27.8
" 1,699 ",20130422,91,88.7,178.1,81.8  (32.2 in),78.3,56.7,27,9.1,63.6,90-178,95-L(84)-178,80-M(79.2)-178,57ȣ,270mm,20.1
" 1,700 ",20130422,94.2,87.2,174.9,77.2  (30.4 in),77.2,57,26.4,10.3,61.4,95-173,95-L(84)-178,75-M(77)-173,57ȣ,265mm,20.1
" 1,701 ",20130422,87.8,92,183.2,74.2  (29.2 in),80.9,55.7,27.1,8.9,61.1,90-178,90-M(85)-185,75-M(82.3)-185,56ȣ,275mm,18.2
" 1,702 ",20130422,104,86.4,172.1,89.6  (35.3 in),75.7,59.4,27.2,9.7,73.9,105-173,105-L(82)-173,90-M(77)-173,59ȣ,275mm,24.9
" 1,703 ",20130422,92,86.2,172.3,77.7  (30.6 in),75.9,56.6,26.4,9.3,64.5,90-173,95-L(82)-173,80-M(77)-173,57ȣ,265mm,20.3
" 1,704 ",20130422,94.1,89.9,179.1,75.2  (29.6 in),78.8,56.3,28.4,11.1,66.3,95-178,95-L(84)-178,75-M(79.2)-178,56ȣ,285mm,20.7
" 1,705 ",20130422,118.7,91,182.3,106.2  (41.8 in),80.3,62.1,25.7,8.8,105.6,120-185,120-M(85)-185,105-M(82.3)-185,62ȣ,260mm,31.8
" 1,706 ",20130422,90.1,83.9,167,82.8  (32.6 in),73.7,55.3,24.8,8.8,56.9,90-168,90-M(78)-168,85-M(74.8)-168,55ȣ,250mm,20.4
" 1,707 ",20130422,115.6,93.4,186.8,117.8  (46.4 in),82.3,56.1,28.8,10.2,116.8,115-185,115-M(85)-185,115-M(82.3)-185,56ȣ,290mm,33.4
" 1,708 ",20130422,94.3,88.5,176.2,84.0  (33.1 in),77.6,57.8,26.3,9.4,64.7,95-178,95-L(84)-178,85-S(76.2)-178,58ȣ,265mm,20.8
" 1,709 ",20130422,109.4,95,190.6,105.4  (41.5 in),84.2,58.2,28.6,10.9,101.3,110-185,110-M(85)-185,105-M(82.3)-185,58ȣ,290mm,27.9
" 1,710 ",20130422,103.1,87.9,175.9,84.5  (33.3 in),77.5,59.7,26.6,9.7,73.1,105-178,105-L(84)-178,85-S(76.2)-178,60ȣ,270mm,23.6
" 1,711 ",20130422,97.7,87.6,174.3,86.2  (33.9 in),76.9,57.3,26.2,9.1,66.3,100-173,100-L(84)-178,85-M(77)-173,57ȣ,265mm,21.8
" 1,712 ",20130422,88.6,83.2,165.6,79.9  (31.5 in),72.8,57,25,9.4,55.1,90-168,90-M(78)-168,80-S(71.8)-168,57ȣ,250mm,20.1
" 1,713 ",20130422,103.4,91.5,183.3,97.3  (38.3 in),80.9,58.6,26.7,9.8,81.5,105-185,100-L(87)-185,95-M(82.3)-185,59ȣ,270mm,24.3
" 1,714 ",20130422,117.1,88.8,178.4,105.9  (41.7 in),78.7,56.8,27.1,9.3,101.6,115-178,115-M(82)-178,105-M(79.2)-178,57ȣ,275mm,31.9
" 1,715 ",20130422,107,89.8,179,106.9  (42.1 in),79,58.6,29.1,9.3,100.1,105-178,105-L(84)-178,105-M(79.2)-178,59ȣ,295mm,31.2
" 1,716 ",20130422,95,84.8,170.3,86.5  (34.1 in),75.2,60.1,27.3,9.2,66.1,95-168,95-L(82)-173,85-M(74.8)-168,60ȣ,275mm,22.8
" 1,717 ",20130422,98.6,87.2,175,81.9  (32.3 in),76.9,56.5,28,9.7,65.8,100-173,100-L(84)-178,80-M(77)-173,57ȣ,280mm,21.5
" 1,718 ",20130422,93.5,88.1,175.4,88.7  (34.9 in),77.4,56.5,27.5,10.9,70.8,95-173,95-L(84)-178,90-M(77)-173,57ȣ,275mm,23.0
" 1,719 ",20130422,109.8,87.3,174.4,95.2  (37.5 in),76.7,58.9,27.3,9.1,83.5,110-173,110-M(82)-178,95-M(77)-173,59ȣ,275mm,27.5
" 1,720 ",20130422,98.4,84.8,170.2,84.9  (33.4 in),74.9,59.9,26.7,9.5,69.1,100-168,100-L(82)-173,85-M(74.8)-168,60ȣ,270mm,23.9
" 1,721 ",20130422,115.2,88.7,176.5,101.5  (40.0 in),78,59.5,27.1,9.8,93.8,115-178,115-M(82)-178,100-M(79.2)-178,59ȣ,275mm,30.1
" 1,722 ",20130422,96.9,87.9,175,87.5  (34.4 in),77.3,59.4,25.7,9.5,68.1,95-173,95-L(84)-178,85-M(77)-173,59ȣ,260mm,22.2
" 1,723 ",20130422,100.2,85.8,172.1,84.8  (33.4 in),75.6,57.4,27.8,12,70.9,100-173,100-L(82)-173,85-M(77)-173,57ȣ,280mm,23.8
" 1,724 ",20130422,122.7,93.5,186,107.3  (42.2 in),82.1,62.6,29.5,10.9,110,125-185,125-M(85)-185,105-M(82.3)-185,62ȣ,295mm,31.8
" 1,725 ",20130422,96,89.2,178.3,77.8  (30.6 in),78.6,58.6,28.2,10.9,70.6,95-178,95-L(84)-178,80-M(79.2)-178,59ȣ,285mm,22.2
" 1,726 ",20130422,104,82.6,165.3,93.0  (36.6 in),72.9,58.6,24.9,9.9,77.4,105-168,105-M(78)-168,95-S(71.8)-168,59ȣ,250mm,28.3
" 1,727 ",20130422,97.5,88.4,177.4,74.5  (29.3 in),78.1,56.6,27.9,10.2,63.8,100-178,100-L(84)-178,75-M(79.2)-178,57ȣ,280mm,20.3
" 1,728 ",20130422,96,88,175.7,82.8  (32.6 in),77.6,57.8,26.7,10.5,75.1,95-178,95-L(84)-178,85-S(76.2)-178,58ȣ,270mm,24.3
" 1,729 ",20130422,95,90.5,181.8,81.7  (32.2 in),79.9,56.5,26.9,9.8,67.8,95-185,95-M(85)-185,80-M(79.2)-178,56ȣ,270mm,20.6
" 1,730 ",20130422,84.2,84.8,169.1,73.2  (28.8 in),74.7,55,25.5,9.1,56.7,90-168,90-M(80)-173,75-M(74.8)-168,55ȣ,255mm,20.0
" 1,731 ",20130422,90.6,91.5,182.3,78.8  (31.0 in),80.2,56,25.4,9.2,61,90-178,90-M(85)-185,80-M(82.3)-185,56ȣ,255mm,18.4
" 1,732 ",20130422,99.3,89.3,179.3,76.0  (29.9 in),78.9,57.6,27.9,8.7,65.5,100-178,100-L(84)-178,75-M(79.2)-178,58ȣ,280mm,20.4
" 1,733 ",20130422,92.3,88.1,175.4,79.3  (31.2 in),77.2,57.9,25.9,8.5,64.5,90-173,95-L(84)-178,80-M(77)-173,58ȣ,260mm,20.7
" 1,734 ",20130422,86.7,84.3,168.5,73.2  (28.8 in),74.2,55.3,27.3,9.6,56.9,90-168,90-M(80)-173,75-M(74.8)-168,55ȣ,275mm,20.0
" 1,735 ",20130422,98.4,88.9,176.9,83.2  (32.7 in),78,59.8,26,8.9,64.6,100-178,100-L(84)-178,85-M(79.2)-178,60ȣ,260mm,20.6
" 1,736 ",20130422,96.8,89.6,178.8,82.8  (32.6 in),78.7,57.2,26.2,10.7,75.3,95-178,95-L(84)-178,85-M(79.2)-178,57ȣ,265mm,23.6
" 1,737 ",20130422,92.7,86,172.5,74.5  (29.3 in),75.9,55,26,9.1,61.7,95-173,95-L(82)-173,75-M(77)-173,55ȣ,260mm,20.8
" 1,738 ",20130422,106.9,84.8,169.8,97.8  (38.5 in),74.8,61.3,25.7,12.5,82.6,105-168,105-L(82)-173,100-M(77)-173,61ȣ,260mm,28.6
" 1,739 ",20130422,100.9,88.7,177.3,85.2  (33.5 in),78.1,57.5,27.2,9.1,76.3,100-178,100-L(84)-178,85-M(79.2)-178,58ȣ,275mm,24.2
" 1,740 ",20130422,91.9,83.8,167.4,81.3  (32.0 in),73.6,58.4,25.3,8.7,64.1,90-168,95-L(80)-168,80-M(74.8)-168,58ȣ,255mm,22.9
" 1,741 ",20130422,83.2,84.9,169.7,66.2  (26.1 in),74.9,56.3,25.8,8.4,50.5,90-168,90-M(80)-173,70-M(77)-173,56ȣ,260mm,16.9
" 1,742 ",20130422,93.5,87.1,174.2,82.4  (32.5 in),77,59.9,26,9,69.9,95-173,95-L(84)-178,80-M(77)-173,60ȣ,260mm,23.1
" 1,743 ",20130422,103,82.8,166.5,90.4  (35.6 in),73.2,58.3,25.9,9.3,76,105-168,100-L(80)-168,90-S(71.8)-168,58ȣ,260mm,27.4
" 1,744 ",20130422,98.5,83.9,166.8,84.2  (33.2 in),73.3,56.1,26.4,9,64.1,100-168,100-L(80)-168,85-M(74.8)-168,56ȣ,265mm,23.1
" 1,745 ",20130422,116.3,90.1,180.9,108.4  (42.7 in),79.6,57.6,28.1,10.2,105,115-178,115-M(85)-185,105-M(79.2)-178,58ȣ,285mm,32.1
" 1,746 ",20130422,98.9,90.6,181.8,85.2  (33.5 in),80.3,56.9,27.8,9.2,77.4,100-185,100-L(87)-185,85-M(82.3)-185,57ȣ,280mm,23.4
" 1,747 ",20130422,102.9,86,172.6,96.7  (38.1 in),75.8,59.3,25.9,9.8,77.3,105-173,105-L(82)-173,95-M(77)-173,59ȣ,260mm,25.9
" 1,748 ",20130422,102.9,91.3,181.9,82.3  (32.4 in),80.3,56.8,27.6,12,76.5,105-185,100-L(87)-185,80-M(82.3)-185,57ȣ,280mm,23.1
" 1,749 ",20130422,87.1,87.3,175.2,74.4  (29.3 in),77.1,55.3,26,8.8,60.5,90-173,90-M(82)-178,75-M(77)-173,55ȣ,260mm,19.7
" 1,750 ",20130422,106.6,87.4,174.9,90.4  (35.6 in),77.3,56.3,27.7,10.1,84.8,105-173,105-L(84)-178,90-M(77)-173,56ȣ,280mm,27.7
" 1,751 ",20130422,100.7,86.8,173.2,83.0  (32.7 in),76.4,55.6,25,10.4,72.1,100-173,100-L(82)-173,85-M(77)-173,56ȣ,250mm,24.0
" 1,752 ",20130422,102.6,91.7,184.3,92.7  (36.5 in),81.1,60.8,28.1,9.2,84.3,105-185,100-L(87)-185,95-M(82.3)-185,61ȣ,285mm,24.8
" 1,753 ",20130422,92.3,87,173.5,83.5  (32.9 in),76.4,56.9,26.2,10.1,66.3,90-173,95-L(82)-173,85-M(77)-173,57ȣ,265mm,22.0
" 1,754 ",20130422,98.2,88.9,177.4,85.9  (33.8 in),78,59.3,26.6,10.4,71.2,100-178,100-L(84)-178,85-M(79.2)-178,59ȣ,270mm,22.6
" 1,755 ",20130422,84.7,87.2,173.8,94.1  (37.0 in),76.4,54.9,26.7,9.1,53.5,90-173,90-M(82)-178,95-M(77)-173,55ȣ,270mm,17.7
" 1,756 ",20130422,99.3,85.9,172.3,77.7  (30.6 in),75.9,56.4,26.7,9.5,66.6,100-173,100-L(82)-173,80-M(77)-173,56ȣ,270mm,22.4
" 1,757 ",20130422,87.8,82.7,165.3,81.0  (31.9 in),72.7,56.6,24.8,8.4,53.4,90-168,90-M(78)-168,80-S(71.8)-168,57ȣ,250mm,19.7
" 1,758 ",20130422,94.2,90.8,180.8,78.5  (30.9 in),79.8,57,27.9,9.9,71.3,95-178,95-M(85)-185,80-M(79.2)-178,57ȣ,280mm,21.8
" 1,759 ",20130422,94.1,83.5,166.3,79.7  (31.4 in),73.4,57.6,24.8,9.6,64.4,95-168,95-L(80)-168,80-M(74.8)-168,58ȣ,250mm,23.3
" 1,760 ",20130422,105.4,89.3,178.5,94.6  (37.2 in),78.5,59.7,25.1,10.1,81.3,105-178,105-L(84)-178,95-M(79.2)-178,60ȣ,255mm,25.5
" 1,761 ",20130422,101,88.2,176,88.5  (34.8 in),77.4,55.2,25.8,9.4,75.6,100-178,100-L(84)-178,90-M(79.2)-178,55ȣ,260mm,24.4
" 1,762 ",20130422,105.1,85.9,171.9,88.8  (35.0 in),75.7,61.7,26.5,9.9,80.6,105-173,105-L(82)-173,90-M(77)-173,62ȣ,265mm,27.3
" 1,763 ",20130422,94.8,86.9,174.5,79.2  (31.2 in),77,60.5,27.4,8.7,66,95-173,95-L(84)-178,80-M(77)-173,61ȣ,275mm,21.6
" 1,764 ",20130422,94.7,91.5,183.4,73.3  (28.8 in),80.5,53.8,27.3,10.3,64.5,95-185,95-M(85)-185,75-M(82.3)-185,54ȣ,275mm,19.1
" 1,765 ",20130422,83.2,83.7,168.4,73.1  (28.8 in),74.2,54.4,24.7,8.5,53.7,90-168,90-M(78)-168,75-M(74.8)-168,54ȣ,250mm,18.9
" 1,766 ",20130422,90.6,90.8,180.9,89.5  (35.2 in),79.9,56.1,26.9,9.4,66.2,90-178,90-M(85)-185,90-M(79.2)-178,56ȣ,270mm,20.1
" 1,767 ",20130422,98.8,88.6,177.7,84.1  (33.1 in),78.3,58.3,27.2,9.1,71.6,100-178,100-L(84)-178,85-M(79.2)-178,58ȣ,275mm,22.8
" 1,768 ",20130422,101.8,88.1,175.8,85.2  (33.5 in),77.5,56,27.3,9,72.5,100-178,100-L(84)-178,85-S(76.2)-178,56ȣ,275mm,23.4
" 1,769 ",20130422,93.1,92.6,184.7,76.3  (30.1 in),81.3,55.7,28.1,10.6,67,95-185,95-M(85)-185,75-M(82.3)-185,56ȣ,285mm,19.6
" 1,770 ",20130422,93.7,89.1,177.7,70.5  (27.8 in),78.1,53.8,27.6,8.9,56.9,95-178,95-L(84)-178,75-M(79.2)-178,54ȣ,280mm,18.1
" 1,771 ",20130422,110,89.2,178.6,95.7  (37.7 in),78.8,57.8,26.9,10.5,92.5,110-178,110-M(82)-178,95-M(79.2)-178,58ȣ,270mm,28.9
" 1,772 ",20130422,104.7,86.9,174.6,97.1  (38.2 in),76.7,61,25.9,8.8,83.4,105-173,105-L(84)-178,95-M(77)-173,61ȣ,260mm,27.3
" 1,773 ",20130422,112.3,84.2,169,108.4  (42.7 in),74.3,58.8,24.9,9.4,89.2,110-168,110-M(80)-173,100-M(77)-173,59ȣ,250mm,31.4
" 1,774 ",20130422,98.3,87.5,175.6,82.6  (32.5 in),77.2,57.8,26.5,9.1,62.8,100-178,100-L(84)-178,85-S(76.2)-178,58ȣ,265mm,20.4
" 1,775 ",20130422,118.1,89.4,178.4,104.1  (41.0 in),78.8,59.4,28.5,9.4,103.8,120-178,120-M(82)-178,105-M(79.2)-178,59ȣ,285mm,32.6
" 1,776 ",20130422,90.5,86.7,172.5,88.5  (34.8 in),76,56.8,26.2,8.4,56,90-173,95-L(82)-173,90-M(77)-173,57ȣ,265mm,18.8
" 1,777 ",20130422,96.1,86.6,173.5,86.1  (33.9 in),76.3,56.6,26.2,8.8,69.4,95-173,95-L(82)-173,85-M(77)-173,57ȣ,265mm,23.1
" 1,778 ",20130422,96.7,90,180.3,78.6  (30.9 in),79.6,56.2,27.6,9,68.2,95-178,100-L(87)-185,80-M(79.2)-178,56ȣ,280mm,21.0
" 1,779 ",20130422,93.4,83.1,166.3,77.9  (30.7 in),73,57.9,25.3,10.3,65.7,95-168,95-L(80)-168,80-S(71.8)-168,58ȣ,255mm,23.8
" 1,780 ",20130422,98.7,91.2,181.7,84.6  (33.3 in),80.1,55.8,27.5,10.1,79.9,100-185,100-L(87)-185,85-M(79.2)-178,56ȣ,275mm,24.2
" 1,781 ",20130422,108.1,85.7,171.1,101.9  (40.1 in),75.2,56.9,26,9.1,87,110-173,105-L(82)-173,100-M(77)-173,57ȣ,260mm,29.8
" 1,782 ",20130422,87.5,87.9,176.2,73.4  (28.9 in),77.7,55.5,27.5,9.7,57.6,90-178,90-M(82)-178,75-M(79.2)-178,55ȣ,275mm,18.5
" 1,783 ",20130422,102.7,87.9,176.2,96.1  (37.8 in),77.8,58,28.8,10,87.1,105-178,105-L(84)-178,95-M(79.2)-178,58ȣ,290mm,28.1
" 1,784 ",20130422,99.1,85.6,171.9,81.8  (32.2 in),75.8,58,26.1,8.5,68.4,100-173,100-L(82)-173,80-M(77)-173,58ȣ,265mm,22.9
" 1,785 ",20130422,95.2,88.9,177.6,74.1  (29.2 in),78.2,55.5,29.5,9.2,64.9,95-178,95-L(84)-178,75-M(79.2)-178,56ȣ,295mm,20.6
" 1,786 ",20130422,96.1,86,172.6,89.0  (35.0 in),76,58.2,24.3,8.8,75.1,95-173,95-L(82)-173,90-M(77)-173,58ȣ,245mm,25.2
" 1,787 ",20130422,82.1,82.8,166.3,80.5  (31.7 in),73,56.3,24.3,8.5,47.7,90-168,90-M(78)-168,80-S(71.8)-168,56ȣ,245mm,17.1
" 1,788 ",20130422,114.1,92,183.8,105.3  (41.4 in),80.8,58.4,29.6,10.8,103.8,115-185,115-M(85)-185,105-M(82.3)-185,58ȣ,300mm,30.7
" 1,789 ",20130422,98.3,87.6,175.5,88.6  (34.9 in),77.5,57.9,26,9.4,75.5,100-178,100-L(84)-178,90-M(77)-173,58ȣ,260mm,24.5
" 1,790 ",20130422,88.6,86.6,173.6,73.6  (29.0 in),76.7,57.4,26.1,9.1,55.5,90-173,90-M(82)-178,75-M(77)-173,57ȣ,265mm,18.4
" 1,791 ",20130422,99.8,88,176.9,83.6  (32.9 in),78.2,54.8,27.9,8.6,68.4,100-178,100-L(84)-178,85-M(79.2)-178,55ȣ,280mm,21.9
" 1,792 ",20130422,104.9,91,183,92.8  (36.5 in),80.5,55.7,29.2,9.2,87.6,105-185,105-M(85)-185,95-M(82.3)-185,56ȣ,295mm,26.3
" 1,793 ",20130422,84.1,84.4,169.5,67.5  (26.6 in),74.5,54.8,25.2,9.5,50.4,90-168,90-M(80)-173,70-M(77)-173,55ȣ,255mm,17.5
" 1,794 ",20130422,87.6,84.2,169.5,70.5  (27.8 in),74.8,52.2,24.5,10.2,52.2,90-168,90-M(80)-173,70-M(77)-173,52ȣ,245mm,18.2
" 1,795 ",20130422,94.1,88.9,176.9,77.5  (30.5 in),78,56.2,26.7,9.6,69.8,95-178,95-L(84)-178,80-M(79.2)-178,56ȣ,270mm,22.3
" 1,796 ",20130422,89.3,89.2,178,71.3  (28.1 in),78.6,53.8,27,8.9,61.5,90-178,90-M(82)-178,75-M(79.2)-178,54ȣ,270mm,19.4
" 1,797 ",20130422,90.4,87,173.7,81.3  (32.0 in),76.5,56.2,26.2,9.5,65.6,90-173,90-M(82)-178,80-M(77)-173,56ȣ,265mm,21.7
" 1,798 ",20130422,97,86,172,76.3  (30.0 in),75.7,57.5,25.6,10,64,95-173,95-L(82)-173,75-M(77)-173,58ȣ,260mm,21.6
" 1,799 ",20130422,82.2,89.9,180.4,88.2  (34.7 in),79.3,60.4,26.4,9.1,69.4,90-178,90-M(85)-185,90-M(79.2)-178,60ȣ,265mm,21.2
" 1,800 ",20130422,92.9,86.7,174.3,88.6  (34.9 in),77,57.5,26.9,9.2,61.9,95-173,95-L(84)-178,90-M(77)-173,57ȣ,270mm,20.3
" 1,801 ",20130422,98.7,87.6,174.2,90.2  (35.5 in),76.6,57.9,25.2,9.2,70.5,100-173,100-L(84)-178,90-M(77)-173,58ȣ,255mm,23.2
" 1,802 ",20130422,90.2,85.4,171.5,73.7  (29.0 in),75.7,57.3,26.3,8.5,60.4,90-173,90-M(80)-173,75-M(77)-173,57ȣ,265mm,20.6
" 1,803 ",20130422,94.1,86.5,173.9,71.9  (28.3 in),76.8,57.1,25.9,8.7,62.9,95-173,95-L(82)-173,70-M(77)-173,57ȣ,260mm,20.8
" 1,804 ",20130422,92.4,86.6,173,77.9  (30.7 in),76.1,58.2,25.9,8.8,64.5,90-173,95-L(82)-173,80-M(77)-173,58ȣ,260mm,21.5
" 1,805 ",20130422,98.3,85.2,170.3,89.4  (35.2 in),74.9,54.6,28.2,10.5,75.9,100-168,100-L(82)-173,90-M(77)-173,55ȣ,285mm,26.3
" 1,806 ",20130422,87.6,86,172.8,74.5  (29.3 in),75.9,55.7,26.3,8.7,55.7,90-173,90-M(80)-173,75-M(77)-173,56ȣ,265mm,18.6
" 1,807 ",20130422,96.9,85.5,170.9,86.0  (33.9 in),75.2,59,26.3,9.1,65,95-173,95-L(82)-173,85-M(77)-173,59ȣ,265mm,22.3
" 1,808 ",20130422,96.4,89.1,177.4,74.5  (29.3 in),78.2,57.2,26,8.9,66.4,95-178,95-L(84)-178,75-M(79.2)-178,57ȣ,260mm,21.1
" 1,809 ",20130422,115.6,89.4,178.5,107.7  (42.4 in),78.6,56.7,29,11.1,100.4,115-178,115-M(82)-178,105-M(79.2)-178,57ȣ,290mm,0.2
" 1,810 ",20130422,102.6,92.1,185.1,91.9  (36.2 in),81.4,58.4,27.7,10.4,87.3,105-185,100-L(87)-185,90-M(82.3)-185,58ȣ,280mm,25.6
" 1,811 ",20130422,89.5,83.2,166.5,69.1  (27.2 in),73.5,55.7,25.2,9,50.7,90-168,90-M(78)-168,75-M(74.8)-168,56ȣ,255mm,18.3
" 1,812 ",20130422,116.8,88,175.3,115.5  (45.5 in),77.1,60.8,27.5,10.3,111.1,115-173,115-M(82)-178,115-M(82.3)-185,61ȣ,275mm,36.2
" 1,813 ",20130422,93.1,89.7,178.8,77.4  (30.5 in),78.6,56.7,28,9.1,72.6,95-178,95-L(84)-178,75-M(79.2)-178,57ȣ,280mm,22.7
" 1,814 ",20130422,103.3,85.6,171.9,106.7  (42.0 in),75.6,57.7,25.4,9.9,93.5,105-173,105-L(82)-173,100-M(77)-173,58ȣ,255mm,31.5
" 1,815 ",20130422,97.6,85.8,170.9,85.8  (33.8 in),75.4,56.9,25.6,9.4,69.4,100-173,100-L(82)-173,85-M(77)-173,57ȣ,260mm,23.8
" 1,816 ",20130422,110.4,85.3,170.1,98.7  (38.9 in),74.8,58.4,26.3,9,84.4,110-168,110-M(80)-173,100-M(77)-173,58ȣ,265mm,29.2
" 1,817 ",20130422,96.5,85.8,170.9,84.2  (33.1 in),75.4,60.2,26.4,9.6,72.2,95-173,95-L(82)-173,85-M(77)-173,60ȣ,265mm,24.8
" 1,818 ",20130422,100.9,88.8,177.7,87.0  (34.3 in),78.2,58.8,29.3,9.8,76.1,100-178,100-L(84)-178,85-M(79.2)-178,59ȣ,295mm,24.1
" 1,819 ",20130422,92,87.4,175.2,80.5  (31.7 in),77.4,56.1,25.8,9.3,68.3,90-173,95-L(84)-178,80-M(77)-173,56ȣ,260mm,22.3
" 1,820 ",20130422,99,87.1,175.1,84.5  (33.3 in),77,55,26.4,9.8,70.9,100-173,100-L(84)-178,85-M(77)-173,55ȣ,265mm,22.9
" 1,821 ",20130422,97,89.9,180.6,72.0  (28.3 in),79.8,61.4,28.6,9.2,67.2,95-178,100-L(87)-185,75-M(79.2)-178,61ȣ,290mm,20.6
" 1,822 ",20130422,105.1,84.6,169.1,89.3  (35.2 in),74.4,58.3,26.6,10.6,78.3,105-168,105-L(82)-173,90-S(71.8)-168,58ȣ,270mm,27.4
" 1,823 ",20130422,94.6,84.7,170.1,83.6  (32.9 in),74.9,56.2,26.5,8.3,68.2,95-168,95-L(82)-173,85-M(74.8)-168,56ȣ,265mm,23.4
" 1,824 ",20130422,93,90.7,180.5,80.4  (31.7 in),79.7,56.8,27,10,64,95-178,95-L(84)-178,80-M(79.2)-178,57ȣ,270mm,19.6
" 1,825 ",20130422,91.1,82.3,164.5,79.0  (31.1 in),72.3,56.2,25.7,9,56.8,90-168,90-M(78)-168,80-S(71.8)-168,56ȣ,260mm,21.0
" 1,826 ",20130422,102.4,90.7,180.7,94.4  (37.2 in),79.4,56.2,27.7,10.1,80.4,100-178,100-L(87)-185,95-M(79.2)-178,56ȣ,280mm,24.7
" 1,827 ",20130422,91.4,86.1,173,77.0  (30.3 in),76.4,56,26.6,8.8,69,90-173,95-L(82)-173,75-M(77)-173,56ȣ,270mm,23.0
" 1,828 ",20130422,111.7,87.4,174.4,111.9  (44.1 in),76.8,58.4,25.4,9.6,98.6,110-173,110-M(82)-178,105-M(79.2)-178,58ȣ,255mm,32.4
" 1,829 ",20130422,98.6,87.5,174.1,85.5  (33.7 in),76.8,58.2,27.5,9.4,71,100-173,100-L(84)-178,85-M(77)-173,58ȣ,275mm,23.4
